Cable_Name,IL_10MHz,IL_50MHz,IL_100MHz,IL_500MHz,IL_1000MHz,IL_5000MHz,DataRate(Mbps),preW,mainW,postW,dpre,dpost,Rdrv,eyeSNR
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.2,0.2,700,1.816758
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.2,0.2,1100,1.815353
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.2,0.4,300,1.814954
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.2,0.4,700,1.785791
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.2,0.4,1100,1.779943
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.2,0.6,300,1.779918
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.2,0.6,700,1.753313
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.2,0.6,1100,1.72587
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.2,0.8,300,1.761723
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.2,0.8,700,1.695694
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.2,0.8,1100,1.724616
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.4,0.2,300,1.810508
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.4,0.2,700,1.807342
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.4,0.2,1100,1.819236
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.4,0.4,300,1.799232
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.4,0.4,700,1.795429
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.4,0.4,1100,1.7835
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.4,0.6,300,1.787559
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.4,0.6,700,1.758318
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.4,0.6,1100,1.736865
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.4,0.8,300,1.765859
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.4,0.8,700,1.697142
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.4,0.8,1100,1.756504
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.6,0.2,300,1.823722
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.6,0.2,700,1.821744
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.6,0.2,1100,1.821675
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.6,0.4,300,1.805015
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.6,0.4,700,1.805884
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.6,0.4,1100,1.794723
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.6,0.6,300,1.798414
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.6,0.6,700,1.775052
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.6,0.6,1100,1.754489
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.6,0.8,300,1.774017
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.6,0.8,700,1.741458
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.6,0.8,1100,1.758297
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.8,0.2,300,1.810091
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.8,0.2,700,1.81963
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.8,0.2,1100,1.832717
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.8,0.4,300,1.799938
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.8,0.4,700,1.820942
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.8,0.4,1100,1.812783
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.8,0.6,300,1.821883
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.8,0.6,700,1.806146
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.8,0.6,1100,1.790279
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.8,0.8,300,1.798177
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.8,0.8,700,1.773324
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,1,7,0.8,0.8,1100,1.761807
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.2,0.2,300,1.816123
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.2,0.2,700,1.820527
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.2,0.2,1100,1.822802
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.2,0.4,300,1.816266
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.2,0.4,700,1.82072
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.2,0.4,1100,1.8237
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.2,0.6,300,1.81714
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.2,0.6,700,1.820362
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.2,0.6,1100,1.822307
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.2,0.8,300,1.816175
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.2,0.8,700,1.820468
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.2,0.8,1100,1.822087
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.4,0.2,300,1.815081
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.4,0.2,700,1.822079
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.4,0.2,1100,1.822667
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.4,0.4,300,1.815643
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.4,0.4,700,1.822079
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.4,0.4,1100,1.821711
PetersB12,-3.14,-3.24,-3.34,-4.05,-4.91,-22.55,1000,0,3,0,0.4,0.6,300,1.815202
